"userid","age","gender","relation_status","hometown","living","perference","total_action","sign_up","last_login","total_visits","total_posts","total_time_spend","total_new_friends","totalfriends"
2092,18,1,1,5,6,1,228,"2013-03-10","2013-10-07",16,20,9.9301472562481,2,68
2093,17,0,2,6,6,6,372,"2013-03-10","2013-10-07",15,17,19.8579186659422,1,71
2094,18,0,2,3,4,2,57,"2013-03-10","2013-10-07",10,7,0.921022098994098,1,68
2095,21,0,1,2,2,5,756,"2013-04-09","2013-10-07",29,14,14.8084665334703,8,55
2096,21,1,2,5,6,2,322,"2013-02-08","2013-10-07",17,24,12.7608173031461,3,80
2097,35,1,4,5,5,6,81,"2013-04-08","2013-10-06",4,2,4.0674320552996,4,61
2098,12,0,2,4,4,4,124,"2013-04-09","2013-10-07",9,13,2.06428662908036,5,59
2099,19,1,2,4,5,5,294,"2012-06-13","2013-10-07",12,22,5.15997388527859,5,158
2100,12,1,1,3,3,1,167,"2013-05-09","2013-10-07",11,6,4.94614556947058,2,48
2101,18,1,2,6,6,6,207,"2011-11-16","2013-10-07",14,8,6.46627922059881,4,229
2102,48,1,4,1,1,2,117,"2013-04-08","2013-10-06",9,4,4.66685601007833,3,59
2103,21,0,1,6,6,6,591,"2012-07-13","2013-10-07",17,19,27.7520695328021,3,148
2104,45,0,4,2,3,1,49,"2013-04-07","2013-10-05",4,1,1.16785729888582,2,60
2105,15,1,1,2,3,4,60,"2013-04-09","2013-10-07",4,3,5.90920002252479,2,57
2106,23,0,2,2,2,2,174,"2013-03-09","2013-10-06",6,4,11.0010970459453,6,67
2107,48,1,4,4,5,5,329,"2013-04-09","2013-10-07",13,14,11.0436860619342,8,58
2108,27,0,4,6,6,5,168,"2013-04-09","2013-10-07",6,8,13.8479467725404,5,63
2109,30,0,4,3,3,1,315,"2013-04-09","2013-10-07",12,8,16.310604559499,5,61
2110,45,0,1,1,1,3,222,"2013-05-08","2013-10-06",8,9,14.1760817226578,4,51
2111,23,1,4,6,1,4,63,"2013-01-07","2013-10-05",4,3,6.04281328580598,0,86
2112,28,0,3,5,5,6,143,"2013-03-10","2013-10-07",5,4,12.7860537833169,3,67
2113,22,0,2,2,2,6,58,"2012-11-10","2013-10-07",5,7,1.25959267019119,0,110
2114,8,0,1,5,5,5,291,"2013-04-09","2013-10-07",14,10,8.00376723555472,5,60
2115,24,0,2,6,6,2,25,"2013-02-02","2013-10-01",2,0,0.513502895308441,0,78
2116,19,1,1,3,3,3,276,"2012-12-09","2013-10-06",17,20,9.94382137974383,3,97
2117,22,1,4,1,1,1,268,"2013-04-09","2013-10-07",10,15,13.5713449420741,3,62
2118,19,1,2,1,1,1,268,"2013-01-09","2013-10-07",15,9,10.5785056695466,3,91
2119,26,0,4,3,4,3,238,"2013-04-09","2013-10-07",10,8,13.2882063129166,4,63
2120,26,0,2,5,5,6,144,"2013-04-09","2013-10-07",9,8,9.15964490633269,1,64
2121,36,0,4,6,1,2,296,"2013-05-09","2013-10-07",10,3,18.0670978788825,8,47
2122,27,0,3,1,1,3,227,"2013-04-09","2013-10-07",15,17,7.11419829198597,4,59
2123,21,1,1,2,3,5,350,"2013-04-09","2013-10-07",16,19,17.1530789746854,3,65
2124,23,1,2,5,6,4,47,"2013-02-08","2013-10-07",4,5,2.79028560491181,2,78
2125,26,0,2,6,6,4,92,"2013-03-09","2013-10-06",9,9,3.19002314079281,2,70
2126,23,0,2,3,3,3,609,"2013-04-09","2013-10-07",21,22,17.9682633108607,5,60
2127,22,1,1,6,1,5,389,"2013-03-10","2013-10-07",22,41,10.1679461418512,4,67
2128,25,0,1,5,5,4,68,"2013-04-08","2013-10-06",4,3,9.01187116238807,2,65
2129,11,1,1,3,4,3,133,"2013-05-08","2013-10-06",7,7,7.68823262019719,3,53
2130,13,1,4,6,6,4,120,"2013-03-09","2013-10-06",11,7,2.60225580016718,2,66
2131,26,1,1,2,2,3,152,"2013-04-08","2013-10-06",9,10,8.16465866454612,3,60
2132,19,1,2,6,6,5,289,"2012-02-14","2013-10-07",12,16,10.7838163108997,5,204
2133,24,0,4,1,1,2,93,"2013-04-09","2013-10-07",4,5,3.44389984295973,2,65
2134,16,1,1,2,2,2,82,"2013-02-04","2013-10-03",4,2,12.2574136704355,3,82
2135,47,1,1,1,1,1,198,"2013-04-09","2013-10-07",10,5,10.0257678302207,2,64
2136,20,1,1,4,5,4,486,"2012-10-11","2013-10-07",25,25,7.91063480375981,6,115
2137,21,1,1,1,2,1,217,"2013-01-09","2013-10-07",14,3,8.0560825003348,3,89
2138,23,1,2,5,6,6,127,"2012-12-10","2013-10-07",7,2,6.48833469987618,2,95
2139,17,1,2,5,5,5,71,"2013-02-08","2013-10-07",3,1,8.37348666337924,3,79
2140,24,0,2,1,2,4,179,"2013-05-09","2013-10-07",11,10,10.9557465069419,3,52
2141,23,1,1,2,2,3,26,"2013-02-02","2013-10-01",2,3,0.0442130922960484,1,83
2142,21,0,4,6,6,5,150,"2011-02-18","2013-10-06",13,16,3.91209333896391,3,323
2143,10,1,1,3,3,6,137,"2013-04-08","2013-10-06",7,5,13.11483166887,1,61
2144,25,0,1,2,2,4,431,"2013-03-10","2013-10-07",15,12,20.4845361842478,4,71
2145,7,1,4,2,2,3,124,"2013-04-09","2013-10-07",9,9,8.73721569333342,1,58
2146,24,0,2,6,6,6,49,"2013-02-08","2013-10-07",5,6,0.58527318452775,1,79
2147,17,1,2,6,6,5,93,"2012-11-10","2013-10-07",7,9,6.28962279187771,5,106
2148,21,1,2,2,2,2,215,"2012-07-13","2013-10-07",9,8,8.31719952425198,8,153
2149,17,1,4,1,1,5,138,"2013-02-07","2013-10-06",13,12,6.88238821483397,1,76
2150,16,0,2,1,1,3,35,"2013-01-09","2013-10-07",4,8,4.00772654590756,2,91
2151,25,0,1,3,3,3,42,"2013-04-09","2013-10-07",2,2,3.07187052977323,1,55
2152,21,0,2,2,3,1,186,"2013-03-09","2013-10-06",11,4,6.34326901302865,5,70
2153,47,0,4,4,4,4,43,"2013-03-10","2013-10-07",3,1,3.50462953650619,3,67
2154,18,1,2,4,4,6,290,"2012-12-10","2013-10-07",15,11,9.01731488378392,5,95
2155,24,0,4,4,4,1,105,"2013-04-09","2013-10-07",8,9,3.54061064656675,4,63
2156,23,1,2,2,3,2,53,"2013-02-07","2013-10-06",3,3,5.08192571320929,2,77
2157,20,0,1,4,4,6,415,"2013-04-09","2013-10-07",22,12,7.23290525675913,6,62
2158,31,1,4,3,3,3,326,"2013-04-09","2013-10-07",15,20,14.8811639825197,2,63
2159,49,0,1,3,3,3,348,"2013-05-09","2013-10-07",12,11,17.9076348384782,6,51
2160,24,0,1,6,6,6,96,"2010-05-24","2013-10-06",6,4,5.23157536689695,7,408
2161,17,0,2,1,1,2,232,"2012-07-13","2013-10-07",11,10,11.0570999028511,6,147
2162,20,0,1,5,6,5,348,"2013-01-09","2013-10-07",17,21,12.9455725934433,3,91
2163,19,1,4,5,5,6,44,"2012-05-08","2013-10-01",5,11,0.887465515169827,1,173
2164,43,1,4,2,3,5,372,"2013-03-10","2013-10-07",14,9,15.5315848505329,5,70
2165,15,1,2,5,5,4,184,"2013-01-08","2013-10-06",10,7,11.0844303456783,1,90
2166,16,1,2,2,3,3,33,"2013-02-08","2013-10-07",4,3,3.83777111714655,1,78
2167,25,1,2,4,5,2,234,"2013-01-09","2013-10-07",11,7,9.83461464874494,4,86
2168,27,0,3,1,2,1,59,"2013-03-09","2013-10-06",5,11,2.39922734699695,3,66
2169,27,1,3,6,6,5,99,"2013-04-08","2013-10-06",4,2,3.06619392030982,5,64
2170,15,1,1,1,1,2,34,"2013-04-09","2013-10-07",1,1,3.78584285496736,1,62
2171,12,0,1,2,3,3,77,"2013-04-09","2013-10-07",3,1,14.0254919604536,1,57
2172,27,0,1,6,6,6,49,"2013-04-09","2013-10-07",2,3,4.32280949358873,5,55
2173,23,1,4,4,4,1,244,"2012-08-12","2013-10-07",11,8,12.4630551553625,4,143
2174,15,1,1,2,2,3,288,"2013-02-08","2013-10-07",11,17,15.6544650395641,5,78
2175,19,1,1,6,6,5,194,"2010-10-22","2013-10-07",18,14,7.59752871292158,3,362
2176,46,0,4,1,2,3,154,"2013-10-07","2013-10-07",7,6,5.18780714504867,15,49
2177,36,0,4,6,6,5,88,"2013-05-07","2013-10-05",8,2,3.03716104642636,3,49
2178,25,0,4,1,2,3,355,"2013-04-09","2013-10-07",14,26,15.2737471734135,6,65
2179,25,0,4,2,3,6,100,"2011-03-19","2013-10-05",5,1,3.71787129762915,7,308
2180,28,1,1,6,6,6,152,"2013-04-09","2013-10-07",8,5,7.72410398971677,6,65
2181,21,0,2,6,6,5,294,"2013-04-09","2013-10-07",16,4,7.56633394600782,6,62
2182,17,1,2,3,4,3,236,"2009-12-26","2013-10-07",8,13,20.6723770312965,5,462
2183,15,0,4,3,3,1,154,"2013-03-10","2013-10-07",8,2,6.33169231280955,7,66
2184,23,1,3,3,4,3,59,"2013-02-07","2013-10-06",5,7,5.40498888448469,1,84
2185,24,1,2,3,3,3,149,"2013-03-10","2013-10-07",10,19,4.75249001648053,4,73
2186,18,0,2,1,1,3,400,"2012-08-12","2013-10-07",24,22,10.2489433964607,5,139
2187,22,1,1,3,3,1,142,"2013-01-07","2013-10-05",18,22,3.89031680950292,2,93
2188,18,0,4,2,2,2,458,"2012-12-10","2013-10-07",21,21,6.77721194049793,11,101
2189,16,0,4,4,5,6,177,"2012-12-10","2013-10-07",11,19,11.2588756235089,3,99
2190,12,1,1,6,6,6,37,"2013-04-09","2013-10-07",2,0,1.11408438956339,2,63
2191,24,1,2,1,1,2,289,"2013-02-08","2013-10-07",12,9,16.3115963791641,2,79
2192,17,1,2,3,3,3,172,"2013-02-07","2013-10-06",11,14,4.05504898972217,5,78
2193,21,0,4,3,4,1,405,"2012-10-11","2013-10-07",16,23,18.8954573510313,3,119
2194,33,1,4,3,3,1,185,"2013-04-09","2013-10-07",8,4,7.84745883123048,5,61
2195,18,1,4,6,6,4,394,"2013-04-09","2013-10-07",19,13,12.3409505391587,6,63
2196,16,1,2,4,4,6,71,"2013-03-09","2013-10-06",4,3,6.75492826335461,3,73
2197,19,0,1,1,1,1,632,"2011-04-20","2013-10-07",24,21,15.6745576323152,7,298
2198,17,1,2,3,4,3,110,"2013-04-09","2013-10-07",6,6,9.292495345355,2,57
2199,25,0,4,6,1,6,170,"2013-02-07","2013-10-06",12,12,5.18120897639925,4,81
2200,16,0,2,1,1,1,167,"2013-06-08","2013-10-07",6,3,15.7189031445552,2,45
2201,15,0,4,6,6,4,45,"2013-05-08","2013-10-06",6,15,2.1705812938597,1,47
2202,46,1,4,3,4,5,53,"2013-04-08","2013-10-06",6,5,5.98902235700433,1,61
2203,41,1,4,2,2,2,119,"2013-04-09","2013-10-07",13,3,2.50622463991422,4,59
2204,18,1,2,2,2,3,304,"2013-04-09","2013-10-07",12,16,17.6255926377037,4,65
2205,23,1,2,3,3,1,48,"2013-02-05","2013-10-04",7,8,2.39661400697603,1,82
2206,31,0,4,4,5,5,204,"2013-04-09","2013-10-07",13,25,6.084213295861,6,63
2207,24,1,3,3,4,3,105,"2012-10-11","2013-10-07",7,10,4.58878292444701,4,120
2208,19,0,2,4,4,4,459,"2012-11-10","2013-10-07",22,16,15.0466643951355,2,108
2209,25,1,1,2,2,3,183,"2013-03-10","2013-10-07",7,9,13.1116820570267,6,67
2210,17,1,1,4,5,3,101,"2013-03-10","2013-10-07",7,8,4.1514350508386,2,71
2211,13,0,1,5,5,6,189,"2013-04-09","2013-10-07",14,9,5.40870983210389,6,63
2212,20,0,1,3,3,2,248,"2011-03-21","2013-10-07",16,14,8.34057187004806,1,307
2213,19,1,1,5,5,2,175,"2012-12-09","2013-10-06",13,21,9.70412191599375,1,97
2214,46,0,1,2,2,2,92,"2013-05-07","2013-10-05",5,4,5.00825869159759,1,51
2215,36,1,4,5,5,5,118,"2013-04-09","2013-10-07",4,4,8.46904700815606,5,61
2216,22,1,4,5,6,5,404,"2013-02-08","2013-10-07",20,21,10.1842123892106,7,78
2217,32,0,4,3,4,1,129,"2013-04-09","2013-10-07",8,15,7.69445837984178,7,55
2218,25,1,2,1,1,2,112,"2013-02-08","2013-10-07",4,0,11.7135962823841,3,80
2219,18,0,1,1,1,3,318,"2010-02-24","2013-10-07",20,22,10.2234856925828,3,439
2220,15,0,2,5,6,3,112,"2013-03-10","2013-10-07",7,4,4.96446460912502,3,68
2221,29,0,2,4,4,4,5451,"2013-10-01","2013-10-07",42,29,21.0707030663646,106,94
2222,13,0,1,3,4,1,105,"2013-04-07","2013-10-05",6,3,6.31154622946653,5,64
2223,26,0,4,5,5,5,109,"2013-05-09","2013-10-07",7,5,2.52749311714004,5,48
2224,37,0,4,6,6,4,242,"2013-03-10","2013-10-07",11,7,12.7269677782642,4,68
2225,14,0,4,6,6,4,125,"2013-03-10","2013-10-07",11,7,6.07582154599991,1,66
2226,25,0,2,1,1,3,352,"2013-04-09","2013-10-07",15,12,14.0668423344192,6,61
2227,17,1,1,1,2,1,175,"2013-02-08","2013-10-07",8,8,11.6227195984314,3,80
2228,15,1,2,1,1,1,20,"2013-04-05","2013-10-03",2,1,2.70939890953613,1,65
2229,18,0,2,4,4,6,319,"2012-11-10","2013-10-07",18,9,10.5770667741558,5,107
2230,34,0,4,6,6,4,130,"2013-03-10","2013-10-07",7,10,4.93314876285699,6,70
2231,15,1,1,3,3,2,76,"2011-07-18","2013-10-06",5,4,2.02392871872923,9,267
2232,27,0,1,4,5,2,228,"2013-02-08","2013-10-07",8,5,14.924685953956,5,79
2233,28,1,1,1,1,2,92,"2013-04-08","2013-10-06",5,8,6.88379472879568,2,61
2234,47,0,4,2,2,3,117,"2013-04-09","2013-10-07",6,13,4.63443790906655,6,64
2235,34,0,1,6,6,5,202,"2013-05-09","2013-10-07",11,6,8.1648995997145,5,50
2236,27,0,4,5,5,6,116,"2013-04-09","2013-10-07",6,8,11.3071667280734,2,63
2237,23,1,2,5,5,5,113,"2013-04-08","2013-10-06",8,11,3.47869312223084,4,57
2238,21,1,1,5,6,6,303,"2012-09-11","2013-10-07",19,21,7.23165235176052,6,132
2239,19,1,2,5,6,4,330,"2013-02-08","2013-10-07",15,17,8.65066300567976,8,82
2240,15,1,2,2,2,2,17,"2013-04-09","2013-10-07",2,0,2.51293233706206,1,59
2241,22,0,2,1,2,2,263,"2013-03-10","2013-10-07",19,16,6.7821981506989,1,71
2242,15,0,1,6,1,6,68,"2013-02-08","2013-10-07",7,5,2.23955675610445,2,78
2243,21,1,1,4,4,3,294,"2011-04-19","2013-10-06",18,14,8.04229275932256,4,297
2244,16,0,1,2,3,1,265,"2013-06-08","2013-10-07",11,16,12.774106843357,5,44
2245,24,1,1,5,6,6,80,"2012-02-14","2013-10-07",5,5,3.52446635441116,1,201
2246,20,0,1,5,5,6,102,"2011-12-16","2013-10-07",7,6,10.9765069224985,2,221
2247,17,1,4,6,6,5,62,"2013-04-09","2013-10-07",4,2,1.69072145953137,4,65
2248,30,0,4,6,6,5,170,"2013-04-09","2013-10-07",8,8,15.9565145411191,5,55
2249,36,1,1,3,3,5,231,"2013-04-08","2013-10-06",8,2,6.1005456385001,6,61
2250,18,0,1,2,3,1,210,"2013-04-09","2013-10-07",9,10,13.3302233980904,5,64
2251,19,0,1,4,4,5,525,"2011-08-17","2013-10-06",20,21,19.578345751561,6,265
2252,13,1,1,4,4,5,28,"2013-04-08","2013-10-06",2,2,6.22167052170981,0,64
2253,21,0,2,4,4,5,307,"2011-01-20","2013-10-07",14,12,9.06308767930009,7,330
2254,16,1,1,4,4,3,398,"2010-05-25","2013-10-07",11,9,23.6585517104446,5,409
2255,17,0,1,2,2,1,279,"2013-02-08","2013-10-07",17,9,4.23497202671177,8,77
2256,19,0,2,6,6,4,156,"2012-07-11","2013-10-05",9,4,7.40299890486822,3,153
2257,20,1,1,2,2,3,853,"2012-05-14","2013-10-07",24,28,25.806702164645,7,168
2258,23,1,4,2,2,1,138,"2013-02-07","2013-10-06",9,4,8.43468825670614,2,84
2259,40,0,1,6,6,5,238,"2013-04-08","2013-10-06",14,18,11.1542246117172,0,58
2260,24,0,1,5,5,5,182,"2012-12-10","2013-10-07",10,12,9.64759720538688,5,98
2261,21,1,1,6,1,3,274,"2012-04-14","2013-10-07",13,8,11.6695059363405,5,184
2262,27,1,4,4,5,4,118,"2013-05-08","2013-10-06",9,9,3.53270359829152,3,47
2263,22,0,2,1,1,1,320,"2012-10-10","2013-10-06",13,22,12.111172206468,4,119
2264,48,0,4,4,4,6,139,"2013-04-08","2013-10-06",10,7,5.86382485165203,4,59
2265,25,1,1,3,4,5,166,"2013-03-09","2013-10-06",9,6,12.2594665924843,4,74
2266,19,0,1,5,5,5,232,"2013-01-09","2013-10-07",9,9,20.7322986618915,2,94
2267,22,0,2,2,2,1,218,"2012-11-10","2013-10-07",10,20,12.7315776536339,4,108
2268,14,0,2,4,4,6,12,"2013-04-08","2013-10-06",2,2,0.336416869904406,2,58
2269,24,1,1,6,6,4,0,"2012-08-22","2013-03-21",0,0,0,0,72
2270,26,0,4,2,2,1,246,"2013-04-09","2013-10-07",13,7,10.4582598390832,7,58
2271,37,1,4,4,4,5,52,"2013-04-09","2013-10-07",6,7,3.63522154714518,2,64
2272,24,1,1,3,4,3,114,"2013-04-09","2013-10-07",5,3,7.91917743845703,7,65
2273,25,0,2,6,6,4,62,"2013-04-09","2013-10-07",6,4,3.10999494558486,1,55
2274,20,1,4,2,3,3,190,"2010-09-22","2013-10-07",19,12,2.31204748598017,5,369
2275,19,1,1,3,3,1,343,"2011-01-20","2013-10-07",21,32,8.33176649966993,3,334
2276,16,0,2,6,6,2,51,"2013-02-07","2013-10-06",3,2,5.99924417254508,4,83
2277,21,0,1,2,2,2,573,"2012-12-10","2013-10-07",26,39,17.9811840125535,4,95
2278,21,0,3,6,1,4,251,"2013-03-10","2013-10-07",12,10,7.33386572903291,8,71
2279,27,0,4,2,3,1,158,"2013-03-09","2013-10-06",6,5,10.4585027334418,3,68
2280,27,0,1,5,5,6,174,"2013-02-08","2013-10-07",10,18,7.69622886519421,0,75
2281,19,1,4,3,3,3,327,"2011-02-19","2013-10-07",13,13,13.7658408637638,6,316
2282,18,1,1,4,4,5,213,"2013-03-10","2013-10-07",11,15,7.51328649532326,6,73
2283,27,1,4,4,5,4,1126,"2013-10-05","2013-10-07",17,15,7.16704711601507,51,321
2284,15,0,1,2,3,2,104,"2013-03-10","2013-10-07",8,9,2.85576388828642,3,69
2285,35,0,4,3,4,3,25,"2013-03-05","2013-10-02",2,4,1.386937405782,2,73
2286,24,0,1,5,5,6,163,"2013-03-09","2013-10-06",9,6,7.34073182167599,8,71
2287,28,1,4,4,4,2,73,"2013-04-09","2013-10-07",4,6,3.59546744211702,6,57
2288,19,1,1,2,3,3,170,"2012-01-15","2013-10-07",10,9,7.0338460257237,4,208
2289,19,1,2,1,2,2,146,"2013-03-10","2013-10-07",10,6,4.45782000997364,3,66
2290,19,0,2,6,6,6,434,"2009-12-26","2013-10-07",25,25,7.10292053607234,5,455
2291,21,0,1,2,2,1,73,"2012-04-14","2013-10-07",11,10,3.1509722485213,1,182
2292,24,1,1,2,2,3,281,"2013-02-08","2013-10-07",10,13,12.8364736187828,7,75
2293,20,1,2,5,5,5,301,"2012-03-15","2013-10-07",13,10,13.1617777688418,4,193
2294,23,1,1,5,5,2,195,"2013-04-09","2013-10-07",6,1,18.2468011998347,4,64
2295,24,1,2,4,5,5,115,"2012-12-09","2013-10-06",6,15,4.8202116851266,4,102
2296,26,0,4,4,4,5,170,"2013-04-09","2013-10-07",11,13,5.68175394473108,3,59
2297,20,0,2,1,1,1,470,"2013-02-08","2013-10-07",18,10,15.093521443597,9,85
2298,28,0,2,3,3,3,140,"2013-05-09","2013-10-07",14,15,2.13926277013979,2,51
2299,23,0,1,6,6,5,145,"2009-11-26","2013-10-07",11,3,2.61037472537931,5,467
2300,18,1,2,4,4,6,137,"2013-01-09","2013-10-07",10,5,3.87385241726851,2,93
2301,20,1,4,2,3,6,178,"2010-09-22","2013-10-07",13,15,3.42328697330821,7,373
2302,15,0,1,4,4,4,153,"2013-02-08","2013-10-07",8,8,10.3379735333247,3,79
2303,39,0,1,4,4,5,204,"2013-04-09","2013-10-07",8,4,8.68983324010663,10,56
2304,12,0,1,5,5,2,56,"2013-04-05","2013-10-03",3,1,8.01223808530373,3,58
2305,22,1,1,1,1,2,329,"2012-12-10","2013-10-07",17,19,9.16806148571006,7,102
2306,44,1,4,1,1,3,138,"2013-05-08","2013-10-06",6,8,14.4320001605012,2,49
2307,20,1,1,4,4,1,65,"2011-05-15","2013-10-02",7,5,0.0846831764901366,2,291
2308,45,1,4,5,6,6,146,"2013-04-09","2013-10-07",7,5,7.28119643168718,6,65
2309,12,0,1,3,4,1,238,"2013-04-09","2013-10-07",8,5,16.7706252901127,5,62
2310,16,0,1,2,2,1,30,"2013-02-08","2013-10-07",4,5,3.23834334989633,3,81
2311,26,0,4,1,2,2,186,"2013-03-10","2013-10-07",7,6,15.6486827030705,4,71
2312,20,1,1,1,2,3,42,"2010-02-24","2013-10-07",13,24,0.522295646812579,1,444
2313,17,0,1,1,2,4,74,"2013-03-07","2013-10-04",3,3,6.69762176195668,3,72
2314,16,1,1,3,3,2,94,"2013-03-09","2013-10-06",4,3,5.81921330574549,8,68
2315,15,0,2,5,5,2,29,"2013-03-09","2013-10-06",1,1,9.27032723160928,0,67
2316,20,1,2,5,5,6,219,"2011-06-19","2013-10-07",12,10,7.29050339400191,4,284
2317,25,1,2,4,4,5,230,"2013-05-09","2013-10-07",14,7,6.75419404805517,3,54
2318,16,1,4,3,3,1,153,"2013-03-09","2013-10-06",6,8,12.3471231278682,4,69
2319,27,0,3,6,1,6,169,"2013-04-09","2013-10-07",10,9,7.59354449345748,5,60
2320,24,1,1,5,5,4,90,"2013-02-06","2013-10-05",6,8,7.41477633014205,2,83
2321,38,1,1,1,2,1,167,"2013-03-10","2013-10-07",7,6,13.9293501027828,3,71
2322,15,1,1,2,2,1,374,"2013-04-09","2013-10-07",16,14,13.3334483238489,7,58
2323,18,1,1,1,1,1,520,"2012-07-13","2013-10-07",26,32,11.0886035993721,8,151
2324,22,1,1,5,5,6,71,"2011-06-18","2013-10-06",6,6,8.21268775407991,0,285
2325,22,0,2,4,4,1,166,"2013-01-08","2013-10-06",13,13,3.78093294221544,2,91
2326,24,1,2,6,6,4,227,"2013-04-09","2013-10-07",11,8,13.4065402696899,4,63
2327,25,1,2,5,6,6,31,"2013-03-10","2013-10-07",2,1,0.255616679241915,1,70
2328,23,0,2,3,4,2,1177,"2013-10-05","2013-10-07",21,18,10.7272797388952,41,80
2329,46,1,1,5,5,6,200,"2013-04-09","2013-10-07",10,10,9.18706950334783,5,55
2330,43,0,4,6,6,5,171,"2013-04-09","2013-10-07",10,5,9.26819206647946,4,56
2331,33,0,4,4,5,5,44,"2013-03-09","2013-10-06",6,5,3.00098746530676,2,69
2332,23,1,2,3,3,6,266,"2013-02-08","2013-10-07",11,7,11.8002895597125,5,75
2333,28,1,1,1,1,4,15,"2013-04-03","2013-10-01",1,1,0.59931929242246,0,58
2334,20,0,4,5,5,3,201,"2013-02-08","2013-10-07",17,19,5.7951997072083,5,79
2335,28,0,2,5,5,4,115,"2013-04-09","2013-10-07",10,7,2.76270668288841,5,56
2336,19,1,1,1,1,3,328,"2010-02-24","2013-10-07",19,18,10.3324003892647,1,436
2337,16,0,4,3,3,1,312,"2010-09-22","2013-10-07",11,10,14.4900361523621,10,374
2338,20,0,2,2,2,2,0,"2010-04-04","2013-07-18",0,0,0,0,401
2339,22,1,2,2,2,1,111,"2011-02-19","2013-10-07",9,5,3.75629729312383,2,319
2340,15,1,1,3,3,3,204,"2013-04-09","2013-10-07",14,6,9.26299297865897,4,60
2341,25,0,2,4,5,6,95,"2013-03-09","2013-10-06",8,12,2.83156170568583,0,72
2342,22,1,4,4,5,5,260,"2012-12-10","2013-10-07",12,2,7.9115283453165,6,104
2343,25,0,2,2,3,3,37,"2013-03-07","2013-10-04",2,0,2.2133684147177,1,71
2344,24,1,1,4,5,6,93,"2013-02-08","2013-10-07",8,12,5.53739422323184,4,76
2345,27,1,4,4,4,5,239,"2013-04-09","2013-10-07",8,3,14.6852127408818,6,55
2346,21,0,1,3,4,2,308,"2011-02-19","2013-10-07",15,8,12.3015220806443,3,316
2347,34,0,4,6,6,4,132,"2013-04-09","2013-10-07",11,7,4.63126692184762,2,62
2348,22,1,4,3,4,4,307,"2012-12-09","2013-10-06",20,23,7.2116598122392,3,104
2349,14,0,1,5,6,6,45,"2013-03-10","2013-10-07",3,7,2.62053902682686,4,68
2350,25,1,2,4,4,3,133,"2013-04-09","2013-10-07",6,7,6.28466816419243,4,65
2351,29,0,4,2,2,2,221,"2013-03-09","2013-10-06",8,4,10.8038282190162,7,68
2352,18,1,1,3,3,3,187,"2012-10-11","2013-10-07",10,3,7.85088241373402,6,115
2353,22,1,2,4,4,5,419,"2012-10-11","2013-10-07",20,14,13.8161196223059,3,121
2354,24,1,1,1,1,2,189,"2013-03-08","2013-10-05",8,11,10.7366422437926,4,67
2355,21,0,2,4,4,5,220,"2012-04-12","2013-10-05",8,11,11.9184166148428,2,175
2356,22,0,4,4,5,3,291,"2013-04-09","2013-10-07",21,12,10.5064391264145,3,61
2357,26,1,1,3,3,2,127,"2013-03-10","2013-10-07",6,5,7.91725808299255,9,69
2358,35,1,4,2,2,3,77,"2013-04-09","2013-10-07",4,8,3.47609996514821,4,60
2359,23,0,3,2,2,2,145,"2012-12-10","2013-10-07",8,7,9.76367057109941,2,96
2360,49,1,1,3,3,5,136,"2013-04-08","2013-10-06",9,11,8.30150509832789,2,64
2361,22,1,2,5,5,5,201,"2013-04-09","2013-10-07",9,6,12.0730138944459,7,58
2362,30,0,2,1,2,2,115,"2013-04-09","2013-10-07",5,4,6.37307009540299,3,56
2363,11,1,4,3,3,1,205,"2013-04-08","2013-10-06",15,26,9.34943166979206,2,59
2364,33,1,4,3,4,2,54,"2013-03-10","2013-10-07",2,3,6.35510193880034,4,66
2365,16,0,2,2,2,2,162,"2013-03-08","2013-10-05",7,11,7.0906998504365,8,71
2366,30,1,1,6,6,4,163,"2013-02-08","2013-10-07",8,9,14.6940289596151,2,75
2367,21,0,1,1,1,1,283,"2013-04-09","2013-10-07",13,14,12.6220598144021,6,57
2368,37,1,1,1,2,5,52,"2013-04-09","2013-10-07",3,1,4.90604458406482,2,55
2369,26,0,3,2,2,3,89,"2013-02-08","2013-10-07",4,7,8.92042624527037,4,82
2370,20,1,1,2,2,2,355,"2013-02-08","2013-10-07",13,9,19.80082493811,0,75
2371,13,1,4,4,4,4,29,"2013-04-09","2013-10-07",7,7,0.963014913411981,0,62
2372,16,1,1,6,6,6,222,"2013-03-10","2013-10-07",12,11,4.99159395598708,10,67
2373,8,1,4,3,3,1,245,"2013-04-09","2013-10-07",18,29,10.7140763421172,3,58
2374,48,1,4,4,4,5,62,"2013-03-09","2013-10-06",4,2,6.02563324276856,5,74
2375,17,1,1,1,2,1,107,"2013-04-08","2013-10-06",11,5,3.44501854515889,2,64
2376,19,1,4,6,6,4,273,"2012-01-15","2013-10-07",13,16,6.1156845972351,6,209
2377,22,0,2,5,5,3,350,"2012-10-11","2013-10-07",16,18,14.0799936980738,5,121
2378,14,0,4,4,4,5,93,"2013-02-08","2013-10-07",6,1,3.26907553155423,4,76
2379,22,1,1,2,3,2,60,"2012-06-09","2013-10-03",3,7,0.600375776069154,4,159
2380,19,0,1,4,4,5,467,"2012-02-13","2013-10-06",19,13,15.5568452123641,5,202
2381,20,0,4,3,3,2,90,"2013-04-09","2013-10-07",10,15,4.42645354808244,1,57
