"","Date / Time","City","State","Shape","Summary","Posted","Duration"
"5046","7/2/04 18:00","Oceanside","CA","Circle","we saw 4 objects flying in formation, the objects were shining and circular in shape, the sky was clear and sunny, then suddenly we saw","7/8/04",15
"5047","6/30/04 17:55","Las Vegas","NV","Circle","An alien space or an u.f.o that is not an alien space craft.","8/11/04",5
"5048","6/30/04 04:00","Arizona (southern; on highway)","AZ","Circle","Very Close encounter with a UFO.","3/4/08",20
"5049","6/30/04","Pomona","CA","Circle","Picture was taken right after my grandmother's funeral, right over her home  500 Lights On Object0: Yes","2/1/07",2
"5050","6/27/04 23:15","Gold Bar","WA","Circle","pulsating light crosses sky","7/8/04",1
"5051","6/27/04 04:00","Durban (South Africa)","","Circle","See COAST TO COAST AM for July 2 (interesting headlines) and link to Durban Daily News web edition.  Story was page 1 in Durban Daily N","7/8/04",3
"5052","6/27/04 03:00","Sherwood","OR","Circle","small craft grew enormous and blue as it came crashing down towards me.","7/8/04",10
"5053","6/26/04 12:00","Levittown","PA","Circle","ran photo through  differant color varyations.the object itself and the trail are differant so this is strange.","5/15/06",NA
"5054","6/24/04 22:37","Lincoln","NE","Circle","I watched two dim lit objects in the night sky and one object flew straifgt and the second object zig zaged and stopped in mid flight,t","7/8/04",2
"5055","6/24/04 22:00","South Amherst","OH","Circle","bright white/yellow/red circle of light, moving towards me, then just ""blinked out""","7/8/04",1
"5056","6/24/04 08:26","Valley Village","CA","Circle","A red circle appeared near a plane and a small red dot came out and it looked like it hit the plane.","7/8/04",30
"5057","6/23/04 00:50","Toronto (Canada)","ON","Circle","My roomate and I were sitting on our patio having a smoke, enjoying the night sky. From above we noticed one large circular craft,","6/23/04",10
"5058","6/20/04 22:00","Oriental","NC","Circle","Two Spheres sighted from the Camp Don Lee pier.","12/12/09",45
"5059","6/19/04 04:52","Henderson","NV","Circle","ROYAL BLUE BALL WITH SMALL ORANGE BALLS WITH THICK  RED FIRE STREAK","7/25/04",20
"5060","6/19/04 00:00","Chatham (Canada)","ON","Circle","A circular light similar to a single vehicle headlight was heading in our direction very much the speed of a small plane but higher the","6/23/04",7
"5061","6/18/04 14:00","Bremerton","WA","Circle","Silver Daylight Disk Seen within one Hour after Airforce #1 was in the area.","6/23/04",NA
"5062","6/17/04 15:15","Kerkrade (Netherlands)","","Circle","Object silver and circle moved like waving in the wind. Stood still and disappeared without a trace.","7/8/04",5
"5063","6/16/04 20:47","Avondale","AZ","Circle","Estrella Mtn. Lights We caputred on tape !!!","7/8/04",9
"5064","6/15/04 14:30","St. Paul Park","MN","Circle","moving lights that go then stop","6/18/04",NA
"5065","6/13/04 02:00","Toledo","OH","Circle","A white circle-shaped object was spotted a few moments before it became distorted, flickered, and disappeared.","6/18/04",5
"5066","6/9/04 00:00","San Leandro","CA","Circle","Humming oval shaped  object with tiny red lights on bottom","6/18/04",15
"5067","6/9/04 13:00","Waterbury","CT","Circle","Circular UFO seen in Waterbry,CT. by people at a car wash on Watertown Ave. Summer of 2004","9/2/05",NA
"5068","6/8/04 23:30","St. George Island","FL","Circle","crafts were motionless, lights illuminated in a circular pattern with a blinding flash near the larger craft","2/24/05",2
"5069","6/8/04 10:00","Waterford (Republic of Ireland)","","Circle","The object was bobbing around in mid-air that morning, enough to catch my attention....","7/25/04",5
"5070","6/8/04 00:40","Birmingham","AL","Circle","Was at the rail yard, out-skirts of town, at given time, on report. Saw what appeared to be neither ""space debris"" but a round object","6/18/04",45
"5071","6/7/04 22:00","Crestview","FL","Circle","It was an amazingly clear, calm night, 3/4 moon and no wind or breeze. My husband, my 2 sons, and I went outside for a late night walk","6/18/04",30
"5072","6/6/04 23:00","Alentejo (Portugal)","","Circle","The fenomen was registered by the portugese air force. At least one photo was taken by a portugese student of engeneering. There is als","6/18/04",NA
"5073","6/5/04 19:00","Livonia","MI","Circle","Six round, silver balls in the upper atmosphere flew at formation, stayed in one spot.","6/18/04",1.5
"5074","6/5/04 16:00","Hanna","WY","Circle","bright light in day time with what apperaed dashes around it","6/18/04",NA
"5075","6/5/04 12:00","Eureka","IL","Circle","Round black object flying North at high speed","6/18/04",25
"5076","6/5/04 01:00","Graham","WA","Circle","Meteor like object seen South of Mt. Rainier","8/24/04",NA
"5077","6/4/04 23:00","Adrian","MI","Circle","craft with blue and red aura around it  ((Twinkling star??))","6/18/04",1
"5078","6/3/04 22:00","Milford","MA","Circle","a big white light, circle shot to the ground then stopped made a circle and shot horitonally upwards","6/4/04",2
"5079","6/2/04","Nottingham (UK/England)","","Circle","large round object with red and yellow lighting","7/8/04",20
"5080","6/1/04 23:00","Portugal","","Circle","20 People saw a UFO for 500 km in Portugal","6/4/04",NA
"5081","6/1/04 01:30","Chicago","IL","Circle","Small white circular object hovered in the sky","6/4/04",2
"5082","5/31/04 22:30","Baton Rouge","LA","Circle","I was in Louisiana on a business trip. Looking up to check the weather/cloud coverage I noticed an odd shape just floating through the","6/4/04",1.5
"5083","5/30/04 23:30","West Phoenix","AZ","Circle","star like object that would appear than disppear within a few minutes","6/4/04",20
"5084","5/29/04 22:00","Sparks","NV","Circle","Red light","6/18/04",40
"5085","5/28/04 19:30","Mohawk","NY","Circle","White circular saucer, flashed an intense bright light, then disappeared.","6/4/04",2
"5086","5/27/04 22:30","Minneapolis","MN","Circle","While driving in a residential area a noticed blinking lights that stayed in the same spot.","6/4/04",NA
"5087","5/27/04","Atwood","IL","Circle","one opject, it shined, reflected light very well.  It appeared high in the sky, very small looked greyish/white. when i noticed it, the","6/4/04",NA
"5088","5/23/04 23:10","Toms River","NJ","Circle","It was a large bright circular white light that moved across the sky for about 20 seconds then gradually turned to the size of a pin","6/4/04",30
"5089","5/23/04 22:30","St. George Island","FL","Circle","Bright point of light travelling south to north, zig-zagged, stopped, slowed, instantly resumed speed.","6/4/04",5
"5090","5/22/04 20:00","Port Orchard","WA","Circle","As my son and I were getting out of my car at Wal-Mart in Port Orchard I glanced up at the sky and noticed an object floating/drifting","6/4/04",3
"5091","5/22/04 02:00","La Roche en Ardennes (Belgium)","","Circle","a circled object that was as good as gone in about 10 seconds.  10 lights around the object that lightened the whole sky","6/4/04",120
"5092","5/20/04 21:30","Montrose","CO","Circle","Spotted a UFO while watching a helicopter at night persuing a criminal","6/4/04",3
"5093","5/19/04 22:00","Denver","CO","Circle","Bright light hovering for a long time","6/4/04",20
"5094","5/19/04 18:45","Fairmont","MN","Circle","HBCCUFO CANADIAN REPORT:  White, round light in the sky with what had appeared to be smoke by it.","6/4/04",NA
"5095","5/18/04","Silver City","NM","Circle","white object seen going north to south may 18,2004 in western sky over Silver city,nm. in a.m.","6/4/04",NA
"5096","5/16/04 19:50","Mesa","AZ","Circle","Gunsight AZ UFO sighting","6/4/04",10
"5097","5/16/04 19:45","Phoenix (75 miles west of)","AZ","Circle","A light the shape and size of the moon moving East to West across the Suther sky about 5 to 10 degrees above horizon in the AZ desert","6/4/04",2
"5098","5/16/04 09:30","Lockport","NY","Circle","Wierd moving lights in the sky","6/4/04",5
"5099","5/15/04 21:37","Mesa","AZ","Circle","Large bright light appeared in sky  overhead and then quickly dropped down out of my sight.","6/4/04",3
"5100","5/15/04 21:00","Jackson","NJ","Circle","White orb follows jet aircraft","6/4/04",10
"5101","5/15/04 19:00","Satara (India)","","Circle","is that natural miracal ?","6/4/04",5
"5102","5/15/04 00:00","Buenos Aires (Argentina)","","Circle","Buenos Aires, Argentina. 2004. Me and a group of people saw 5 strange brilliant lights of colours moving in the sky","6/4/04",5
"5103","5/14/04 21:40","Santa Rosa","CA","Circle","Orange circular object moved quickly to NE and was followed almost to the horizon.","6/4/04",45
"5104","5/13/04 20:00","Slidell","LA","Circle","Ithink it was at about 30,000 feet as it was very small Redish orange in color","6/4/04",3
"5105","5/13/04 12:00","Dale City","VA","Circle","((HOAX??))  I saw a redish glow so I looked up and there were 4 red balls hovering over my house.","7/6/10",NA
"5106","5/11/04 22:45","Hopkinsville","KY","Circle","Strange Red Object.","6/4/04",10
"5107","5/11/04 03:15","Pico Rivera","CA","Circle","2 bright red circle shaped objects almost jellyfish like","6/4/04",15
"5108","5/10/04 22:40","Freehold","NJ","Circle","What else could it have been?","5/10/04",30
"5109","5/10/04 20:00","Tamil Nadu-cuddalore (India)","","Circle","I and my brother saw a spherical object in the size of a criket ball and it color was like moon. It was moving from southeast to south","10/11/05",30
"5110","5/10/04 03:00","Oberneunforn (Switzerland)","","Circle","Weak light constantly with the observer moves","9/2/05",30
"5111","5/9/04 20:00","Mesa","AZ","Circle","STATIONARY OBJECT, RED, GREEN LIGHTS, NOW AND THEN  ((NUFORC Note:  Venus or Sirius.  PD))","5/10/04",NA
"5112","5/8/04 04:17","Terre Haute","IN","Circle","FAST AND LOW CROSSING.","5/10/04",5
"5113","5/8/04 01:15","New York City (Bronx)","NY","Circle","4 round UFO's spun very fast in circles and then came togetter and broke apart every 10-15 minutes. ((Advertising light??))","5/10/04",2
"5114","5/8/04 01:00","Los Angeles","CA","Circle","Large, ring shaped with inner ring.  seen over los angeles","6/4/04",3
"5115","5/3/04 22:00","London (UK/England)","","Circle","The sky was clear and this large objet was just hovering","2/8/05",15
"5116","5/3/04 15:09","Salem","OR","Circle","Object changed directions several times.","5/10/04",NA
"5117","5/2/04 13:00","Amarillo","TX","Circle","It was little","5/15/06",NA
"5118","4/30/04 23:00","Hernando","FL","Circle","White light seen similar to the description of that seen in Iran.","5/4/04",5
"5119","4/30/04 18:30","Portland","OR","Circle","Object Hovering Near Jet-Trails 4/30/04, Portland, Or.","5/4/04",NA
"5120","4/26/04 23:00","Lincoln","NE","Circle","I watched as a bright object chased a jet airliner,caught up to the airliner,and flew right above the airliner for one to two seconds t","4/27/04",15
"5121","4/25/04 20:30","Adelaide  (South Australia)","","Circle","1 cluster of white lights surrounded by 2 larger circles of lights, all flashing and rotating it was the base of something very large","4/30/04",3
"5122","4/24/04 17:30","Los Angeles","CA","Circle","3 spots in sky in broad daylight moving oddly","5/4/04",30
"5123","4/23/04 17:30","Bailey","NC","Circle","What is this","6/4/04",10
"5124","4/21/04 00:40","Santa Fe","NM","Circle","There were three balls of light flying in a long triangle","4/27/04",30
"5125","4/16/04 20:05","Kingston (NY Thruway, I-87)","NY","Circle","Object seen traveling over NYS Thruway. Bright pink/red top with bright white lights along the rim. Seemed to travel back and forth","5/24/05",2
"5126","4/15/04 22:20","Lacey","WA","Circle","At first I saw blinking green and red lights forming the letter A.  I called my son to look at it and said It was an A.  It seemed to c","4/27/04",20
"5127","4/9/04 21:00","Lemoore","CA","Circle","""Cluster"" of red flashing lights moving at high rate of speed from North to South.","4/27/04",40
"5128","4/9/04 21:00","Monticello","IN","Circle","Lights in the sky","4/27/04",1
"5129","4/8/04 21:00","Rochester","IN","Circle","Round orange colored lights in the sky that lasted only seconds and disappeared.","4/27/04",25
"5130","4/7/04 23:00","Bacolod (Philippines)","","Circle","We saw a changing colors circular object here in Bacolod City","4/27/04",10
"5131","4/5/04 20:00","Williamsport","PA","Circle","bright light with flikering red very high in Sky","4/9/04",NA
"5132","4/3/04 19:15","Sonora","CA","Circle","Large Bluish-white Light Flies Slowly Northward over Sonora, CA","4/9/04",3
"5133","4/2/04 21:00","I-5 and Lerdo Highway","CA","Circle","Blue and white craft in clear sky around 9pm on 4/2/04 near Arvin on the I-5 in the Central Valley of Calif.","4/9/04",5
"5134","3/31/04 19:00","Sand Springs","OK","Circle","Mushroom shaped light flashed and  lit up white disc, then the light sucked back up into the sky.","4/27/04",5
"5135","3/31/04 03:00","Idaho Springs","CO","Circle","Three circular lights appearing  as big as the moon on mountain top hovering in Idaho Springs, CO.","4/9/04",2
"5136","3/29/04 20:00","Jordan Valley","OR","Circle","I am a farmer from Idaho and was driving a semi-truck north bound on hwy 95 about two miles out of the small town of Jordan Valley, Ore","4/9/04",2
"5137","3/28/04 20:00","Bradenton","FL","Circle","Round and glowing","8/5/12",NA
"5138","3/28/04 19:00","North Vernon","IN","Circle","Round shape with a dip in the top and bottom","3/29/04",3
"5139","3/27/04 22:30","Wilmington/Carson","CA","Circle","Ball of orange/white gaseous light seen over Los Angeles suberb for 10 minutes.","3/28/04",10
"5140","3/25/04 22:45","Trail (Canada)","BC","Circle","HBCCUFO CANADIAN REPORT:  Object and Unusual Mark - Photos","4/27/04",NA
"5141","3/25/04 20:00","Harlem","GA","Circle","lights  spooked me and a heard of deer","3/28/04",NA
"5142","3/25/04 15:00","Ellistown (Republic of Ireland)","","Circle","High speed. Leaving a trail. Circular.  ((NUFORC Note:  Possibly not a serious report, we believe.  PD))","3/28/04",39
"5143","3/24/04 04:30","Kingsport","TN","Circle","MUFON/TENNESSEE REPORT:  Object emits lime greel light in a semi-circle along interstate","5/10/04",345
