"Date","City","State","Shape","Duration","Summary","Poster"
2011-07-04,"West Hills","CA","Circle","30 seconds","My home is  located 20 miles north east of los Angeles I walked out of my house on 4th of July  to see if I was able to see any firewor","8/7/11"
2011-07-04,"Escondido/Valley Center","CA","Circle","2 minutes","Red circular craft, vertical ability","7/6/11"
2011-07-04,"Pueblo","CO","Circle","1 minutes","Orange lights in Colorado skies","7/6/11"
2011-07-04,"Cottonwood","AZ","Circle","2  3 minutes","Glowing Red & White Yellow Fireball, Light panned back and forth","7/6/11"
2011-07-04,"West Des Moines","IA","Circle","3 minutes","2 red/orange spheres moving slowly appeared in des moines iowa.","7/17/11"
2011-07-04,"Coral Springs","FL","Circle","4th of July Party","two Organg lights about 100ft.up going north on Coral Springs dr.at hispeed stop at Wiles rd.and went  up and out sight in les than 1/2","7/17/11"
2011-07-04,"Elizabethtown","KY","Circle","4 minute","((HOAX??))  Orange circle moving slow across sky Elizabethtown, KY.","7/17/11"
2011-07-03,"Conneaut Lake","PA","Circle","1 minute","glowing orange ball in the south sky","7/6/11"
2011-07-03,"Pasadena","MD","Circle","5 minutes","We observed the exact shape of objects shown in the photograph of the sighting on 5/09/11","7/4/11"
2011-07-03,"Oak Lawn","IL","Circle","3 minute","Red glare visible atom shaped object in shy","7/17/11"
2011-07-03,"Riverview","WI","Circle","15 minutes","Orange ball-like objects move slowly across the sky horizontally","7/17/11"
2011-07-03,"Mt. Washington","KY","Circle","1.5 minutes","Orange bright ball of light flew across the sky for over a 1 min. and then stopped and disappeared.","7/4/11"
2011-07-02,"Ramona","CA","Circle","2 minute","Solid bright light headed east over Southern CA night sky","7/4/11"
2011-07-02,"Orlando","FL","Circle","1 minutes","big flat douhgnut shape, black fast and silent","12/12/11"
2011-07-02,"Waterville","ME","Circle","1 minutes","Movment in the sky","7/4/11"
2011-07-02,"Dunmore","PA","Circle","5 minutes","Orange firey lights, unexplainable","7/4/11"
2011-07-01,"McKinney","TX","Circle","30 seconds","Orange ball of light.","7/4/11"
2011-07-01,"Cuyahoga Falls","OH","Circle","3 minutes","it was friday night 11:30.  i was in my back yard looking at the stars and i saw one     that was moving very slowly.  it came from the","7/6/11"
2011-07-01,"Carrie","KY","Circle"," 15 minutes","orbs of light in the sky","7/4/11"
2011-07-01,"Riverdale","UT","Circle","1 minutes  me","soft white or opaque circular object","7/4/11"
2011-07-01,"Myrtle Beach","SC","Circle"," 5 minutes","2 circular objects appearing as clusters of orange lights moving parallel to the coast off Myrtle Beach, SC.","7/4/11"
2011-06-30,"Shepherdsville","KY","Circle","1 hour","moving light comes to dead stop and gets super bright  ((NUFORC Note:  Possible flare from Iridium satellite.  PD))","7/4/11"
2011-06-30,"Darien","IL","Circle","","Very rare object that was discovered in Darien illinois, wasn't expected at all.((NUFORC Note:  We've requested more information.  PD))","7/4/11"
2011-06-29,"Bridgeport","CT","Circle"," 10 seconds","On JN 29 between 22:30 and 23:00 hrs while viewing the NE sky, observed 2 circular objects the size of a dime with a faint aura","7/4/11"
2011-06-28,"Thompsons Station","TN","Circle","2 minutes","There were two sightings of a quiet bright orange circular UFO that flew overhead at two different times.","7/4/11"
2011-06-26,"Lebanon","OR","Circle","10 minutes","It went across the sky.  It was orange, high in the sky.  ((NUFORC Note:  We have requested more information.  PD))","6/27/11"
2011-06-26,"Camp Seph Mack","PA","Circle","one hour plus","Solid multiple and blue red spheres moving at extreme speeds and heights.","6/27/11"
2011-06-26,"Dayton","OH","Circle","5 minutes","Circular craft with lights around the entire parameter hung low and immobile in Dayton ohio","7/4/11"
2011-06-25,"Oklahoma City","OK","Circle","10 minutes","((HOAX??))  I saw a circular object spinning in the stars.  ((NUFORC Note:  We are uncertain whether the report is a serious one.  PD))","6/27/11"
2011-06-24,"Babbitt","MN","Circle","10 minutes","Bright, fast moving \"star\" heading east over Birch Lake RV Park in Babbitt, MN.","6/27/11"
2011-06-24,"Seminary","MS","Circle","10 minute","strange solid circular lights that floated slowly and then disappeared","6/27/11"
2011-06-19,"Clifton","NJ","Circle","around 10 minute","Dots over Clifton, NJ","8/7/11"
2011-06-18,"Chicago","IL","Circle","45seconds","fast moving bright orange light seen flying through sky in chicago then suddently dimmed and vanished","6/20/11"
2011-06-18,"Fall River","MA","Circle","10 minute","Orange lights over Massachusetts.","6/20/11"
2011-06-18,"Montreal (Canada)","QC","Circle","4 seconds","The circular object, orange lights spinning, was the size of a quarter in the night sky, and rocketed accros the horizon in 5 seconds.","6/20/11"
2011-06-18,"Spring Valley","CA","Circle","25 minutes","I've never seen anything like this before, two unidentifiable objects in roughly the same area going two different directions.","6/20/11"
2011-06-17,"Baton Rouge","LA","Circle","45 seconds","Unknown round object followed by two jets over Baton Rouge flying northwest at approx 11:00 AM","6/20/11"
2011-06-17,"Tinton Falls","NJ","Circle","10 minutes","Shaped flying saucer with brite multi colored lights blinking around it, then turns into grey blimp, then disappears","2/18/13"
2011-06-15,"Roswell","GA","Circle","one minutes","huge object with glowing lights flies over","10/10/11"
2011-06-14,"Lemont","IL","Circle","3 minutes","Brightly lit craft hovers above tree line, moves off into distance","6/20/11"
2011-06-12,"Waukee","IA","Circle","10 minutes","Circular ball of light moved very slowly through the sky in a straight line with no flashing lights on it.","6/20/11"
2011-06-12,"Manchester (UK/England)","","Circle","15 minutes","unusual craft lands in woods near a6 and causes electrical problems on the car.","6/12/11"
2011-06-12,"Woodstock","IL","Circle","5 minutes","Three fiery balls floating slowly then change shape and disapear.","7/4/11"
2011-06-11,"Nelsonville","OH","Circle","2 minutes.","Unidentifiable object observed over Nelsonville, Ohio.","6/12/11"
2011-06-10,"Antioch","CA","Circle","4 minutes","Orange over livermore Ca, viewed from antioch Ca","6/12/11"
2011-06-10,"Pazardjik (Bulgaria)","","Circle","10 minute","red/green/white light over Bulgaria","6/12/11"
2011-06-10,"Medford","OR","Circle","4 minute","orange lights over so. Oregon","6/12/11"
2011-06-08,"Plainville","CT","Circle","One hour","During and a thunderstorm small blue orbs of light appeared in the sky and near the ground, flashing","6/12/11"
2011-06-08,"Litchfield Beach","SC","Circle","1 minutes","Orange Circular Blinking Lights Over The Ocean At Litchfield Beach, SC","6/12/11"
2011-06-08,"Riebeeckstad/Welkom (South Africa)","","Circle","","Orange slow moving object in night sky above Welkom, Free-State","8/21/11"
2011-06-07,"Westminster","CO","Circle","10 minute","White orb, Colorado sky, 17:45pm","6/12/11"
2011-06-06,"Antalya (Turkey)","","Circle","15 seconds","A white circle object dissapeared ont the sky while it was flying","6/12/11"
2011-06-05,"Hamilton (Canada)","ON","Circle","10 minute","Bright orange, round, fast, and silent object.  Like nothing I have ever seen.","6/12/11"
2011-06-04,"Monroe","WA","Circle","3 minutes","((HOAX??))  That was just wierd, i've never seen one of them do that before.","6/12/11"
2011-06-03,"Mills","WY","Circle","40 minutes","2 round objects spotted, broad daylight.  White in color and moving very fast.  Flying together.  No wings","6/3/11"
2011-06-02,"St. Louis","MO","Circle","2 seconds","A luminous greenish circle was visible 2 seconds going fast out and then into clouds near St. Louis, MO","6/3/11"
2011-06-01,"Perrysburg","OH","Circle","3 minutes","Two red-orange balls of light traveled at fast, steady speeds across the sky only to disappear into nothingness 30 secoonds later.","7/4/11"
2011-06-01,"Holden Beach","NC","Circle","1 minutes","3 bright lights in formation.","6/3/11"
2011-06-01,"Lancaster","PA","Circle","10 minute","4 witness confirmation on another's sighting","7/17/11"
2011-05-31,"St. Joseph","MO","Circle","1 minutes","multiple color UFO's over St. Joseph, MO","6/3/11"
2011-05-31,"Kansas City","MO","Circle","5 seconds","UFO's spotted over kansas city mo","6/3/11"
2011-05-31,"Florence (Italy)","","Circle","5 minute","I saw 6 in total bright flaming orange-red balls in the sky, floating steady from the east to west over the hills of Florence-Italy","6/3/11"
2011-05-29,"Lake Como","NJ","Circle","2 minutes","Ball of FIre over Lake Como, NJ","6/3/11"
2011-05-29,"Coral Springs","FL","Circle","2 minutes","This is the 2nd time we have seen these orange balls over the west part of coral springs.  They hover together and move together and th","6/3/11"
2011-05-27,"Oak Harbor","WA","Circle","10 minutes","Five bright orange, round UFO east of Oak Harbor, WA.  ((NUFORC Note:  Case solved by local investigator.  \"Chinese\" lanterns.  PD))","5/29/11"
2011-05-27,"Ingleside","IL","Circle","20 minutes","20 orange lights  passing over Northern Illinois","5/29/12"
2011-05-27,"Elkins","WV","Circle","1 minutes","My wife was outside smoking a cigarette while I was in my office.  She knocked on window and I immediately went outside because she had","5/29/11"
2011-05-26,"Raleigh","NC","Circle","3 minute","Three bright red circles of light form above for one minute and vanish.","6/3/11"
2011-05-26,"Timnath","CO","Circle","00:00:15","3 circular translucent craft in triangle formation east to west over northern colorado","5/29/11"
2011-05-26,"Scotland","SD","Circle","","There were 5 lights 1 would fade out then another to the side right 2 left total of five! People seen it thirty miles away!","5/29/11"
2011-05-24,"Irving","TX","Circle","all night","UFO's fighting in the sky.","5/29/11"
2011-05-24,"Lakeside","CA","Circle"," 7 seconds","It was bright blue, round, moving unlike any aircraft I have ever seen, then disappeared!!!","5/29/11"
2011-05-23,"Tel Aviv (Israel)","","Circle","2 minutes","Big Red Light In The Sky","5/29/11"
2011-05-23,"LaPorte","IN","Circle","1 secondsond","bright  circle shaped object near the sun looking south","5/29/11"
2011-05-21,"Orland","ME","Circle","15 minutes","I was driving home and saw two light objects low under clouds moving very slowly; then saw six others come out of the clouds.","5/29/11"
2011-05-20,"Ottawa (Canada)","ON","Circle","3 minutes","Was no manmade too fast second third objects found on you tube months later exactly.","2/4/13"
2011-05-20,"Talking Rock","GA","Circle","","3 circles in the sky with a bright light!","5/29/11"
2011-05-18,"Wollongong (Australia)","","Circle","5seconds","round object at approx passenger jet altitude, dull appearance lit up a perfect round intense orange burn, lasted approx half a second,","5/29/11"
2011-05-16,"Davenport","IA","Circle","1 minute","Silent moving, dark, circular object with reflective bottom moving over houses in Davenport, IA.","5/29/11"
2011-05-14,"Austin","TX","Circle","5 seconds","Very large neon green circle was seen right outside my window.","5/29/11"
2011-05-14,"Weston","FL","Circle","10 seconds","Circular object was seen flying by some clouds when two additional circular objects appeared out of the first and then all disappeared.","5/29/11"
2011-05-13,"Hackensack","NJ","Circle","UFO","A bright white circle in the sky moving slow and made no noise at all.","7/4/12"
2011-05-11,"Bighorn (Municipal district) (Canada)","AB","Circle","5 minute","Bright oval shaped light.","5/12/11"
2011-05-11,"Manteno","IL","Circle","10m","Dancing Lights in the NE sky, 3 bobbed up while 3 bobbed down. stayed in complete line. after 10minutes i could not see them anymore","5/12/11"
2011-05-10,"Vernon (Canada)","BC","Circle","45 minutes","Circular Object over Vernon, BC May10/11","5/12/11"
2011-05-08,"Starkville","MS","Circle","2 minutes","Orange lit ciruclar aircraft cruising at a low altitude speed moving from south to north, with no audible exhaust.","5/12/11"
2011-05-08,"Oroville","CA","Circle","10 minutes","White circle of light surrounded by a red halo is spotted by the Sun","5/29/11"
2011-05-07,"Chicago","IL","Circle","2minute","flying objects near chicago o'hare air port (footage capture)","5/12/11"
2011-05-06,"Berkley Heights","NJ","Circle","","shiny gray object floating in the sky of new jeresy.","5/29/11"
2011-05-05,"East Bethel","MN","Circle","2 hours","Green circle light, that emited yellow and red colors, stayed fixed in sky for two hours.","5/12/11"
2011-05-04,"Olive Hill","KY","Circle","2 minutes","Bright, slow moving orange craft over Olive Hill Kentucky.","5/12/11"
2011-05-04,"Wirtz","VA","Circle","1minutes","The objects were circular with no blinking lights but they had a white light and stayed the same speed with each other then vanished","5/12/11"
2011-05-04,"Bountiful","UT","Circle","25 minutes","The Lights Over the Great Salt Lake and West Desert","5/12/11"
2011-05-03,"Issaquah","WA","Circle","2 hrs","At first it looked like a large blinking star; it was lights flickering in a circular motion. ((NUFORC Note:  Twinkling star??  PD))","5/12/11"
2011-05-02,"Riverwoods","IL","Circle","3","May 2nd 2011 UFO sightings","5/12/11"
2011-05-01,"Dearborn","MI","Circle","current","Is this a commercial attempt at advertising?","5/2/11"
2011-04-30,"Kenilworth","NJ","Circle"," 1 hr","White light spliting into 3 over Kenilworth NJ","5/12/11"
2011-04-29,"Starkville","MS","Circle","8 minute","Orange circles flying from SE to NW in a straight line.","5/2/11"
2011-04-29,"San Jose","CA","Circle","5 minutetues","UFO orb seen over san jose ca.","5/12/11"
2011-04-28,"Los Angeles","CA","Circle","10 minutes","Big orange orbs flying over Los Angeles","5/2/11"
2011-04-24,"Athens","TX","Circle"," 5 minutes","Four lights hovering over powerlines leaving graphite type substance on ground","6/20/11"
2011-04-24,"Vinita Park","MO","Circle","30 minutes","we saw a  black disk shape object in the sky circle in shape hovering over some kids on the basketball court moving around.","5/2/11"
