,age,gender,relation_status,hometown,living,perference,total_action,sign_up,last_login,userid
3067,18,1,1,2,2,2,322,2012-07-13,2013-10-07,3067
3068,17,1,1,6,6,4,407,2013-02-08,2013-10-07,3068
3069,18,0,2,1,1,3,135,2013-01-08,2013-10-06,3069
3070,26,0,3,5,6,2,96,2013-04-09,2013-10-07,3070
3071,26,1,2,1,2,1,115,2013-04-09,2013-10-07,3071
3072,23,1,1,5,5,5,84,2013-04-09,2013-10-07,3072
3073,10,1,4,5,5,4,28,2013-04-08,2013-10-06,3073
3074,50,1,4,4,4,4,204,2013-03-10,2013-10-07,3074
3075,16,1,4,1,1,3,47,2013-04-08,2013-10-06,3075
3076,22,1,2,1,1,2,201,2011-05-20,2013-10-07,3076
3077,20,1,4,3,3,2,128,2010-04-25,2013-10-07,3077
3078,27,1,3,6,6,1,186,2013-04-09,2013-10-07,3078
3079,33,0,4,3,4,1,22,2013-05-09,2013-10-07,3079
3080,23,1,2,1,1,2,177,2013-04-08,2013-10-06,3080
3081,21,1,2,5,5,5,353,2012-08-12,2013-10-07,3081
3082,20,1,1,1,1,2,653,2011-02-19,2013-10-07,3082
3083,16,0,1,5,6,2,95,2013-03-08,2013-10-05,3083
3084,22,0,4,1,1,2,128,2012-12-10,2013-10-07,3084
3085,20,1,2,1,2,1,107,2012-10-10,2013-10-06,3085
3086,20,0,1,2,2,1,364,2011-11-16,2013-10-07,3086
3087,19,0,1,5,5,5,138,2010-11-18,2013-10-04,3087
3088,31,0,4,1,2,1,198,2013-04-09,2013-10-07,3088
3089,21,1,2,2,2,2,381,2009-12-26,2013-10-07,3089
3090,17,0,4,1,1,6,168,2013-03-10,2013-10-07,3090
3091,23,0,1,2,3,2,164,2013-05-08,2013-10-06,3091
3092,10,1,4,4,4,2,15,2013-04-04,2013-10-02,3092
3093,17,0,1,1,1,3,206,2013-02-08,2013-10-07,3093
3094,30,1,2,2,3,3,52,2013-04-03,2013-10-01,3094
3095,14,1,2,6,6,4,48,2013-03-10,2013-10-07,3095
3096,22,0,4,1,2,1,208,2013-01-09,2013-10-07,3096
3097,15,0,2,1,1,3,180,2013-05-08,2013-10-06,3097
3098,22,0,1,1,1,5,138,2013-02-07,2013-10-06,3098
3099,47,1,4,3,3,5,152,2013-04-09,2013-10-07,3099
3100,23,0,1,4,5,6,67,2013-04-09,2013-10-07,3100
3101,17,1,2,3,3,5,140,2012-11-10,2013-10-07,3101
3102,17,1,1,6,6,1,119,2012-11-10,2013-10-07,3102
3103,23,0,1,1,1,3,135,2011-09-17,2013-10-07,3103
3104,28,0,3,3,4,2,58,2013-03-10,2013-10-07,3104
3105,17,0,4,3,4,3,40,2012-12-10,2013-10-07,3105
3106,13,0,1,5,5,5,72,2013-04-09,2013-10-07,3106
3107,23,0,2,1,1,2,212,2013-04-07,2013-10-05,3107
3108,23,1,1,1,1,6,46,2013-03-10,2013-10-07,3108
3109,22,0,1,5,6,5,262,2013-04-09,2013-10-07,3109
3110,17,1,2,1,1,3,198,2013-02-08,2013-10-07,3110
3111,26,0,2,3,3,2,280,2013-02-07,2013-10-06,3111
3112,26,1,2,6,6,6,345,2013-04-09,2013-10-07,3112
3113,19,0,2,5,5,4,370,2013-03-10,2013-10-07,3113
3114,29,0,4,4,4,5,251,2013-04-09,2013-10-07,3114
3115,39,0,1,2,2,2,134,2013-04-08,2013-10-06,3115
3116,20,0,2,4,5,6,314,2011-08-16,2013-10-05,3116
3117,24,0,2,3,3,1,224,2013-04-08,2013-10-06,3117
3118,24,1,2,6,1,4,127,2013-03-09,2013-10-06,3118
3119,18,1,2,1,1,6,96,2013-04-03,2013-10-01,3119
3120,25,0,3,6,6,1,319,2013-01-09,2013-10-07,3120
3121,18,0,2,6,1,6,111,2012-12-10,2013-10-07,3121
3122,17,1,1,2,2,3,264,2013-03-10,2013-10-07,3122
3123,21,1,2,6,6,5,259,2011-08-18,2013-10-07,3123
3124,24,1,2,5,5,6,70,2013-02-07,2013-10-06,3124
3125,33,1,4,4,4,3,118,2013-04-09,2013-10-07,3125
3126,18,1,2,6,1,6,372,2013-01-09,2013-10-07,3126
3127,23,0,4,4,4,6,180,2012-12-10,2013-10-07,3127
3128,27,0,2,2,2,3,100,2013-05-09,2013-10-07,3128
3129,23,0,2,2,2,1,185,2013-04-07,2013-10-05,3129
3130,10,0,1,6,6,1,88,2013-03-10,2013-10-07,3130
3131,19,1,2,5,5,5,146,2012-09-11,2013-10-07,3131
3132,47,0,4,2,2,3,125,2013-04-09,2013-10-07,3132
3133,16,0,1,5,5,6,193,2013-04-09,2013-10-07,3133
3134,17,1,2,1,1,1,152,2013-03-10,2013-10-07,3134
3135,19,1,4,4,4,4,102,2013-01-09,2013-10-07,3135
3136,17,1,1,4,4,4,127,2013-02-08,2013-10-07,3136
3137,27,1,3,4,4,6,216,2013-04-09,2013-10-07,3137
3138,23,0,1,6,1,2,365,2010-03-26,2013-10-07,3138
3139,20,1,1,6,6,4,396,2012-11-10,2013-10-07,3139
3140,19,1,1,3,3,3,135,2011-07-16,2013-10-04,3140
3141,12,1,1,2,2,4,125,2013-03-09,2013-10-06,3141
3142,25,0,1,4,4,5,7009,2013-10-01,2013-10-07,3142
3143,12,0,4,2,2,5,125,2013-05-09,2013-10-07,3143
3144,22,0,2,3,3,5,123,2013-01-09,2013-10-07,3144
3145,28,1,4,5,5,5,235,2013-04-08,2013-10-06,3145
3146,38,0,1,4,4,1,163,2013-05-09,2013-10-07,3146
3147,25,1,2,5,5,2,285,2013-04-09,2013-10-07,3147
3148,25,1,4,5,5,6,368,2013-02-08,2013-10-07,3148
3149,45,0,1,1,1,3,359,2013-05-08,2013-10-06,3149
3150,22,0,2,5,6,5,310,2012-10-11,2013-10-07,3150
3151,28,0,4,6,1,6,82,2013-04-09,2013-10-07,3151
3152,20,1,1,6,1,6,201,2012-10-11,2013-10-07,3152
3153,26,0,2,6,6,6,142,2013-04-09,2013-10-07,3153
3154,25,0,2,6,6,3,34,2013-05-09,2013-10-07,3154
3155,21,0,2,1,1,6,290,2012-10-11,2013-10-07,3155
3156,23,1,1,1,1,3,471,2013-01-09,2013-10-07,3156
3157,38,0,4,3,3,4,82,2013-04-08,2013-10-06,3157
3158,26,0,3,1,1,1,119,2013-03-09,2013-10-06,3158
3159,18,1,2,3,3,5,209,2013-03-10,2013-10-07,3159
3160,42,0,4,4,5,4,136,2013-04-09,2013-10-07,3160
3161,12,0,4,3,3,3,199,2013-05-09,2013-10-07,3161
3162,24,0,2,4,4,5,0,2012-09-20,2013-04-19,3162
3163,19,0,1,1,1,1,376,2012-08-12,2013-10-07,3163
3164,23,0,2,3,3,2,123,2013-02-08,2013-10-07,3164
3165,25,1,3,4,4,5,427,2013-03-10,2013-10-07,3165
3166,38,1,4,1,1,3,118,2013-05-09,2013-10-07,3166
3167,20,1,4,4,4,5,258,2013-05-09,2013-10-07,3167
3168,17,1,1,3,4,2,118,2013-03-10,2013-10-07,3168
3169,18,1,4,5,5,4,159,2012-11-10,2013-10-07,3169
3170,19,1,1,1,1,5,276,2013-04-09,2013-10-07,3170
3171,24,0,2,5,5,6,254,2013-03-10,2013-10-07,3171
3172,29,1,4,4,4,5,325,2013-03-10,2013-10-07,3172
3173,19,1,2,1,1,5,227,2013-02-08,2013-10-07,3173
3174,26,1,2,5,5,3,101,2013-03-10,2013-10-07,3174
3175,16,0,2,3,3,2,117,2013-02-06,2013-10-05,3175
3176,32,1,1,2,2,3,135,2013-05-09,2013-10-07,3176
3177,18,0,1,3,3,3,459,2013-04-09,2013-10-07,3177
3178,17,1,1,2,2,1,193,2013-02-07,2013-10-06,3178
3179,13,1,2,6,6,4,210,2013-03-09,2013-10-06,3179
3180,27,1,4,6,6,4,42,2013-04-09,2013-10-07,3180
3181,20,1,1,3,3,2,215,2009-12-25,2013-10-06,3181
3182,26,1,3,1,1,3,246,2013-04-09,2013-10-07,3182
3183,27,0,2,6,6,5,106,2013-03-09,2013-10-06,3183
3184,15,1,1,6,6,5,54,2013-04-07,2013-10-05,3184
3185,26,1,2,3,3,3,191,2013-05-09,2013-10-07,3185
3186,15,1,2,4,5,4,31,2013-02-07,2013-10-06,3186
3187,28,0,2,3,3,1,600,2013-10-06,2013-10-07,3187
3188,45,1,1,5,6,5,97,2013-04-09,2013-10-07,3188
3189,8,0,1,5,5,4,410,2013-03-10,2013-10-07,3189
3190,24,0,1,3,3,5,52,2013-03-10,2013-10-07,3190
3191,21,0,2,3,3,4,31,2012-01-15,2013-10-07,3191
3192,22,1,2,3,3,3,178,2012-12-10,2013-10-07,3192
3193,25,0,1,3,3,1,37,2013-03-09,2013-10-06,3193
3194,29,1,1,2,2,1,90,2013-03-09,2013-10-06,3194
3195,21,1,2,3,4,1,132,2011-11-15,2013-10-06,3195
3196,19,0,4,4,4,6,79,2010-06-21,2013-10-04,3196
3197,14,1,1,5,5,2,103,2013-04-08,2013-10-06,3197
3198,20,0,2,5,5,5,268,2011-08-18,2013-10-07,3198
3199,25,0,2,6,6,4,109,2013-02-08,2013-10-07,3199
3200,23,1,2,3,4,4,247,2013-03-10,2013-10-07,3200
3201,21,1,1,6,6,6,330,2011-10-16,2013-10-06,3201
3202,45,0,1,5,5,5,292,2013-04-07,2013-10-05,3202
3203,37,0,1,4,4,3,278,2013-04-09,2013-10-07,3203
3204,28,1,2,5,5,5,43,2013-02-08,2013-10-07,3204
3205,17,1,1,6,6,1,190,2012-10-10,2013-10-06,3205
3206,17,1,1,5,5,6,124,2013-02-08,2013-10-07,3206
3207,27,0,1,6,6,4,19,2013-03-10,2013-10-07,3207
3208,20,1,1,5,5,5,285,2012-09-11,2013-10-07,3208
3209,20,1,1,1,1,1,211,2013-04-09,2013-10-07,3209
3210,25,0,3,2,3,1,200,2013-04-09,2013-10-07,3210
3211,19,1,1,3,3,2,105,2013-04-08,2013-10-06,3211
3212,29,1,4,6,1,4,270,2013-05-09,2013-10-07,3212
3213,19,1,1,6,6,1,211,2012-06-13,2013-10-07,3213
3214,26,0,3,5,5,4,202,2013-03-10,2013-10-07,3214
3215,23,0,2,1,1,1,100,2013-01-03,2013-10-01,3215
3216,23,1,2,5,5,1,127,2009-12-25,2013-10-06,3216
3217,44,0,1,3,4,2,102,2013-05-09,2013-10-07,3217
3218,16,0,2,3,3,3,411,2013-05-09,2013-10-07,3218
3219,17,1,2,4,5,6,109,2013-02-08,2013-10-07,3219
3220,18,0,1,3,4,5,139,2012-12-10,2013-10-07,3220
3221,24,1,1,6,6,6,22,2013-03-10,2013-10-07,3221
3222,24,1,1,1,2,3,155,2013-04-09,2013-10-07,3222
3223,19,0,4,4,4,6,556,2011-11-16,2013-10-07,3223
3224,24,1,4,5,5,1,207,2013-02-08,2013-10-07,3224
3225,27,0,1,5,5,6,99,2013-04-06,2013-10-04,3225
3226,8,1,1,1,1,4,133,2013-05-08,2013-10-06,3226
3227,20,0,1,5,5,3,579,2012-09-11,2013-10-07,3227
3228,31,1,4,1,1,1,141,2013-05-08,2013-10-06,3228
3229,25,1,2,2,3,3,44,2013-04-09,2013-10-07,3229
3230,19,1,4,3,3,6,110,2010-10-22,2013-10-07,3230
3231,22,1,2,3,3,1,130,2012-10-11,2013-10-07,3231
3232,24,0,2,4,4,6,316,2013-03-09,2013-10-06,3232
3233,19,0,4,1,2,3,264,2012-08-12,2013-10-07,3233
3234,16,1,2,1,1,3,187,2013-02-08,2013-10-07,3234
3235,23,1,2,2,2,3,139,2012-06-13,2013-10-07,3235
3236,40,1,4,3,3,2,243,2013-04-09,2013-10-07,3236
3237,24,0,4,2,2,1,168,2013-04-08,2013-10-06,3237
3238,13,1,1,2,2,5,327,2013-04-09,2013-10-07,3238
3239,18,0,1,2,2,3,155,2013-03-10,2013-10-07,3239
3240,26,0,4,4,4,6,149,2013-04-09,2013-10-07,3240
3241,17,1,1,6,1,6,167,2012-10-11,2013-10-07,3241
3242,49,1,4,1,2,2,70,2013-04-09,2013-10-07,3242
3243,44,1,1,6,1,6,20,2013-05-09,2013-10-07,3243
3244,20,1,2,5,6,4,152,2012-04-14,2013-10-07,3244
3245,21,1,2,5,5,4,254,2011-07-19,2013-10-07,3245
3246,12,0,1,4,4,5,102,2013-05-09,2013-10-07,3246
3247,21,1,1,3,4,5,183,2013-04-08,2013-10-06,3247
3248,44,1,4,3,3,2,199,2013-04-08,2013-10-06,3248
3249,22,0,2,4,4,4,498,2012-11-10,2013-10-07,3249
3250,17,0,2,2,3,3,253,2013-04-08,2013-10-06,3250
3251,20,1,4,3,3,3,469,2013-02-08,2013-10-07,3251
3252,27,1,2,3,3,5,149,2013-04-09,2013-10-07,3252
3253,25,0,2,4,5,4,116,2013-05-09,2013-10-07,3253
3254,24,0,2,4,4,5,185,2013-03-09,2013-10-06,3254
3255,17,1,1,5,5,6,117,2013-02-08,2013-10-07,3255
3256,18,1,1,5,5,4,527,2012-09-11,2013-10-07,3256
3257,16,0,2,3,3,2,117,2013-04-09,2013-10-07,3257
3258,20,0,1,5,5,4,203,2012-08-12,2013-10-07,3258
3259,36,0,4,2,2,6,75,2013-04-08,2013-10-06,3259
3260,18,0,2,2,2,3,547,2013-04-09,2013-10-07,3260
3261,14,1,1,2,2,3,115,2013-04-09,2013-10-07,3261
3262,29,1,1,3,3,2,181,2013-03-10,2013-10-07,3262
3263,23,0,1,1,1,3,271,2012-05-14,2013-10-07,3263
3264,22,1,2,4,4,4,114,2012-09-11,2013-10-07,3264
3265,21,1,2,6,6,4,191,2011-06-19,2013-10-07,3265
3266,26,0,1,1,1,1,270,2013-04-09,2013-10-07,3266
3267,14,0,1,5,5,2,161,2013-05-09,2013-10-07,3267
3268,16,0,2,1,2,5,72,2013-02-07,2013-10-06,3268
3269,21,1,1,3,4,5,148,2012-11-09,2013-10-06,3269
3270,19,0,1,2,2,3,147,2012-12-10,2013-10-07,3270
3271,17,1,1,4,4,5,92,2012-11-10,2013-10-07,3271
3272,14,0,1,4,4,4,208,2013-03-10,2013-10-07,3272
3273,22,0,2,5,5,6,314,2011-03-21,2013-10-07,3273
3274,17,1,1,5,5,5,82,2013-02-07,2013-10-06,3274
3275,20,1,1,5,5,4,250,2012-09-11,2013-10-07,3275
3276,22,1,1,2,2,2,173,2013-03-10,2013-10-07,3276
3277,22,1,4,4,5,4,154,2012-10-11,2013-10-07,3277
3278,20,0,2,3,3,6,389,2010-03-26,2013-10-07,3278
3279,18,1,2,3,3,1,235,2013-03-10,2013-10-07,3279
3280,33,0,4,4,4,2,280,2013-05-09,2013-10-07,3280
3281,24,1,4,5,5,4,3386,2013-10-03,2013-10-07,3281
3282,16,1,2,2,2,2,58,2013-03-10,2013-10-07,3282
3283,14,0,1,1,1,2,95,2013-04-08,2013-10-06,3283
3284,23,1,4,3,4,6,405,2013-04-09,2013-10-07,3284
3285,18,1,2,3,3,1,162,2013-03-10,2013-10-07,3285
3286,27,1,3,2,2,6,542,2013-04-09,2013-10-07,3286
3287,19,0,2,4,4,5,188,2013-01-09,2013-10-07,3287
3288,33,1,4,6,6,5,18,2013-03-06,2013-10-03,3288
3289,28,0,4,1,1,3,220,2013-04-09,2013-10-07,3289
3290,13,1,4,1,1,3,41,2013-04-08,2013-10-06,3290
3291,17,1,2,5,5,4,160,2009-10-27,2013-10-07,3291
3292,15,0,2,3,3,3,167,2013-04-09,2013-10-07,3292
3293,21,1,1,6,6,6,453,2012-02-14,2013-10-07,3293
3294,23,0,1,4,4,6,203,2013-05-09,2013-10-07,3294
3295,18,1,4,3,4,6,368,2012-06-13,2013-10-07,3295
3296,17,0,1,1,1,1,149,2013-02-08,2013-10-07,3296
3297,21,0,2,4,4,5,79,2013-02-08,2013-10-07,3297
3298,23,1,1,6,6,5,360,2013-03-10,2013-10-07,3298
3299,36,0,4,5,5,4,74,2013-04-09,2013-10-07,3299
3300,17,1,1,6,6,1,93,2013-04-09,2013-10-07,3300
3301,22,0,4,3,3,1,245,2012-02-14,2013-10-07,3301
3302,13,0,1,6,6,4,572,2013-04-09,2013-10-07,3302
3303,47,0,4,6,6,4,142,2013-04-07,2013-10-05,3303
3304,40,1,1,2,2,4,75,2013-04-09,2013-10-07,3304
3305,18,1,2,2,2,3,527,2012-12-10,2013-10-07,3305
3306,26,1,4,2,2,2,237,2013-04-09,2013-10-07,3306
3307,18,1,1,6,6,1,480,2012-11-10,2013-10-07,3307
3308,19,1,1,3,4,1,360,2010-08-23,2013-10-07,3308
3309,21,1,1,3,4,4,399,2012-08-11,2013-10-06,3309
3310,24,0,3,5,5,6,0,2013-03-29,2013-09-26,3310
3311,22,1,2,4,5,4,120,2012-11-08,2013-10-05,3311
3312,18,1,2,1,1,2,313,2012-10-11,2013-10-07,3312
3313,47,1,4,5,6,5,36,2013-03-10,2013-10-07,3313
3314,25,1,2,3,3,3,101,2013-03-10,2013-10-07,3314
3315,41,0,4,4,5,5,174,2013-03-09,2013-10-06,3315
3316,18,1,1,5,5,1,145,2012-06-13,2013-10-07,3316
3317,29,1,2,5,6,6,69,2013-04-09,2013-10-07,3317
3318,12,0,1,1,1,6,119,2013-04-07,2013-10-05,3318
3319,19,0,1,1,2,2,48,2011-10-15,2013-10-05,3319
3320,22,0,4,6,6,4,210,2012-08-12,2013-10-07,3320
3321,36,1,4,5,5,5,158,2013-04-08,2013-10-06,3321
3322,24,1,1,2,3,3,500,2013-04-09,2013-10-07,3322
3323,22,1,2,1,1,3,329,2012-07-13,2013-10-07,3323
3324,12,0,1,1,1,2,115,2013-03-10,2013-10-07,3324
3325,23,1,1,6,6,6,279,2013-04-09,2013-10-07,3325
3326,22,1,2,2,2,2,236,2010-06-24,2013-10-07,3326
3327,21,0,4,3,3,2,28,2012-05-13,2013-10-06,3327
3328,16,0,1,4,4,5,327,2013-02-08,2013-10-07,3328
3329,21,0,4,3,3,2,176,2012-11-10,2013-10-07,3329
3330,17,0,1,5,5,6,186,2013-02-08,2013-10-07,3330
3331,17,0,1,4,4,3,197,2013-04-09,2013-10-07,3331
3332,18,1,1,3,3,3,370,2013-04-08,2013-10-06,3332
3333,26,1,4,2,2,6,121,2013-03-08,2013-10-05,3333
3334,17,1,4,4,4,5,286,2013-02-08,2013-10-07,3334
3335,26,0,2,1,1,5,145,2013-04-09,2013-10-07,3335
3336,25,0,1,3,4,3,143,2013-03-07,2013-10-04,3336
3337,19,1,1,2,2,1,477,2012-12-09,2013-10-06,3337
3338,12,0,1,1,1,3,153,2013-03-10,2013-10-07,3338
3339,19,0,1,6,1,5,265,2013-05-08,2013-10-06,3339
3340,22,0,1,6,6,4,376,2013-03-08,2013-10-05,3340
3341,20,1,2,4,4,6,256,2011-09-17,2013-10-07,3341
3342,15,0,4,4,4,4,183,2013-03-09,2013-10-06,3342
3343,20,1,2,6,1,5,28,2010-12-15,2013-10-01,3343
3344,17,1,1,2,2,5,86,2013-03-10,2013-10-07,3344
3345,13,1,1,3,3,2,180,2013-04-09,2013-10-07,3345
3346,23,1,2,6,6,4,92,2012-09-10,2013-10-06,3346
3347,23,1,2,2,2,3,67,2013-03-10,2013-10-07,3347
3348,25,1,1,2,2,1,180,2013-05-09,2013-10-07,3348
3349,21,0,2,2,2,3,267,2012-06-13,2013-10-07,3349
3350,31,0,1,1,1,2,197,2013-05-08,2013-10-06,3350
3351,15,0,4,2,2,3,238,2013-05-09,2013-10-07,3351
3352,24,1,1,6,1,4,171,2013-04-09,2013-10-07,3352
3353,13,1,4,2,3,1,39,2013-04-06,2013-10-04,3353
3354,45,0,4,1,2,3,280,2013-03-10,2013-10-07,3354
3355,20,0,1,3,3,3,401,2012-09-11,2013-10-07,3355
3356,21,0,2,1,1,2,270,2012-12-10,2013-10-07,3356
3357,15,1,2,5,5,6,126,2013-02-08,2013-10-07,3357
3358,36,1,1,5,5,4,157,2013-02-08,2013-10-07,3358
3359,21,0,2,3,3,3,109,2013-03-10,2013-10-07,3359
3360,28,0,1,4,4,4,163,2013-04-08,2013-10-06,3360
3361,45,0,4,5,5,6,138,2013-04-09,2013-10-07,3361
3362,12,1,1,3,3,1,65,2013-04-07,2013-10-05,3362
3363,20,0,1,5,5,4,445,2011-08-18,2013-10-07,3363
3364,27,0,1,3,3,2,293,2013-03-09,2013-10-06,3364
3365,14,1,2,3,3,2,108,2013-04-08,2013-10-06,3365
3366,13,0,1,4,4,2,131,2013-04-07,2013-10-05,3366
3367,11,1,4,4,4,6,176,2013-04-09,2013-10-07,3367
3368,19,0,2,4,4,3,101,2013-04-04,2013-10-02,3368
3369,33,0,4,6,6,4,278,2013-03-09,2013-10-06,3369
3370,26,1,4,4,4,5,143,2013-02-08,2013-10-07,3370
3371,36,1,4,3,3,2,173,2013-02-08,2013-10-07,3371
3372,15,0,2,3,3,3,115,2013-03-10,2013-10-07,3372
3373,17,0,2,1,1,3,59,2013-03-10,2013-10-07,3373
3374,29,0,2,6,6,3,14,2013-04-06,2013-10-04,3374
3375,25,0,2,3,3,2,90,2013-04-07,2013-10-05,3375
3376,12,0,2,6,6,4,80,2013-02-07,2013-10-06,3376
3377,13,0,1,6,6,4,164,2013-04-09,2013-10-07,3377
3378,25,0,4,1,2,6,26,2013-03-09,2013-10-06,3378
3379,20,0,1,5,6,4,453,2013-02-08,2013-10-07,3379
3380,14,1,4,1,1,2,315,2012-10-11,2013-10-07,3380
3381,17,0,2,6,6,4,304,2013-03-10,2013-10-07,3381
3382,27,0,4,4,4,5,192,2013-04-09,2013-10-07,3382
3383,19,1,4,5,5,6,127,2012-07-13,2013-10-07,3383
3384,15,0,1,2,3,1,167,2013-05-09,2013-10-07,3384
3385,21,1,1,1,1,4,216,2011-04-20,2013-10-07,3385
3386,24,0,1,2,3,6,134,2013-03-10,2013-10-07,3386
3387,10,1,4,6,6,1,397,2013-04-09,2013-10-07,3387
3388,15,1,4,3,4,2,275,2013-04-09,2013-10-07,3388
3389,17,1,1,4,4,4,148,2013-04-09,2013-10-07,3389
3390,48,1,4,1,2,5,0,2013-01-26,2013-08-25,3390
3391,27,1,2,2,2,3,49,2013-03-06,2013-10-03,3391
3392,35,0,1,6,1,6,207,2013-03-10,2013-10-07,3392
3393,23,1,1,3,3,4,153,2013-04-07,2013-10-05,3393
3394,16,1,1,2,2,1,459,2013-04-08,2013-10-06,3394
3395,28,1,4,1,1,1,49,2013-04-08,2013-10-06,3395
3396,24,0,1,6,6,6,178,2013-04-09,2013-10-07,3396
3397,21,1,1,3,3,2,168,2010-11-21,2013-10-07,3397
3398,6,1,1,1,1,2,148,2013-04-09,2013-10-07,3398
3399,25,1,1,2,2,3,217,2013-03-10,2013-10-07,3399
3400,24,0,2,2,2,5,355,2012-12-10,2013-10-07,3400
3401,22,0,1,4,5,6,216,2010-10-22,2013-10-07,3401
3402,39,1,1,2,3,3,424,2013-04-09,2013-10-07,3402
3403,19,1,1,4,4,6,166,2012-03-15,2013-10-07,3403
3404,42,1,4,5,5,6,193,2013-03-09,2013-10-06,3404
3405,23,0,1,3,4,1,200,2013-03-09,2013-10-06,3405
3406,22,0,2,6,6,4,484,2013-02-08,2013-10-07,3406
3407,9,1,1,2,2,3,172,2013-03-10,2013-10-07,3407
3408,18,1,1,2,2,2,184,2013-01-08,2013-10-06,3408
3409,21,1,2,1,1,5,94,2012-04-13,2013-10-06,3409
3410,15,0,1,3,4,3,48,2013-01-09,2013-10-07,3410
3411,22,1,2,1,1,6,387,2013-05-09,2013-10-07,3411
3412,35,1,4,2,2,3,141,2013-03-10,2013-10-07,3412
3413,37,0,4,1,1,2,0,2013-01-11,2013-07-11,3413
3414,24,1,1,2,2,1,131,2013-04-09,2013-10-07,3414
3415,23,1,2,3,3,3,76,2013-02-08,2013-10-07,3415
3416,15,1,1,6,6,6,219,2013-05-09,2013-10-07,3416
3417,14,1,1,3,3,3,63,2013-04-09,2013-10-07,3417
3418,25,0,1,6,6,6,113,2013-03-10,2013-10-07,3418
3419,27,0,2,4,4,4,292,2013-03-10,2013-10-07,3419
3420,21,0,4,6,1,6,318,2013-03-09,2013-10-06,3420
3421,44,0,4,1,1,6,377,2013-05-09,2013-10-07,3421
3422,19,0,1,2,2,6,222,2012-12-10,2013-10-07,3422
3423,18,1,2,5,5,3,186,2012-07-13,2013-10-07,3423
3424,15,0,4,4,4,5,2390,2013-10-03,2013-10-07,3424
3425,20,0,2,3,3,6,270,2010-04-25,2013-10-07,3425
3426,18,0,1,2,2,2,72,2013-01-09,2013-10-07,3426
3427,9,0,4,6,1,1,56,2013-05-09,2013-10-07,3427
3428,21,1,1,3,3,2,327,2012-06-12,2013-10-06,3428
3429,22,0,1,3,3,2,137,2012-07-12,2013-10-06,3429
3430,19,1,1,6,6,4,138,2013-03-09,2013-10-06,3430
3431,20,1,2,4,4,5,355,2012-10-11,2013-10-07,3431
3432,14,0,2,4,5,4,45,2013-03-07,2013-10-04,3432
3433,13,1,2,1,1,1,222,2013-04-09,2013-10-07,3433
3434,21,1,2,2,2,1,177,2011-01-20,2013-10-07,3434
3435,22,1,1,3,3,1,163,2012-12-10,2013-10-07,3435
3436,27,0,1,3,3,2,157,2013-03-10,2013-10-07,3436
3437,24,1,2,4,4,3,75,2013-03-09,2013-10-06,3437
3438,28,0,2,4,4,5,292,2012-10-11,2013-10-07,3438
3439,19,0,1,5,5,4,216,2012-04-14,2013-10-07,3439
3440,27,1,4,5,5,4,134,2013-03-09,2013-10-06,3440
3441,21,1,1,6,6,1,175,2012-09-11,2013-10-07,3441
3442,19,1,1,5,5,1,203,2009-10-27,2013-10-07,3442
3443,21,0,1,2,3,2,284,2013-02-08,2013-10-07,3443
3444,16,0,2,3,3,2,21,2013-02-05,2013-10-04,3444
3445,17,1,2,1,1,3,82,2012-09-10,2013-10-06,3445
3446,13,1,1,4,4,6,131,2013-03-10,2013-10-07,3446
3447,15,0,1,5,5,5,92,2013-02-07,2013-10-06,3447
3448,14,0,1,6,6,1,36,2013-04-08,2013-10-06,3448
3449,23,1,4,6,6,4,239,2013-04-09,2013-10-07,3449
3450,17,0,1,5,5,4,109,2013-03-09,2013-10-06,3450
3451,19,0,2,5,6,5,122,2013-02-07,2013-10-06,3451
3452,13,0,1,2,2,1,65,2013-04-08,2013-10-06,3452
3453,26,0,1,6,6,1,84,2013-10-07,2013-10-07,3453
3454,21,1,1,2,2,6,179,2012-06-13,2013-10-07,3454
3455,12,1,1,6,6,5,222,2013-04-09,2013-10-07,3455
3456,36,0,1,4,4,4,307,2013-04-09,2013-10-07,3456
3457,25,1,1,4,5,5,113,2013-03-10,2013-10-07,3457
3458,16,0,2,6,6,1,113,2013-02-08,2013-10-07,3458
3459,26,0,2,4,4,6,401,2013-02-08,2013-10-07,3459
3460,18,1,1,3,3,1,320,2013-03-10,2013-10-07,3460
3461,30,1,4,4,4,4,112,2013-03-10,2013-10-07,3461
3462,40,0,4,1,1,2,155,2013-04-09,2013-10-07,3462
3463,20,0,4,3,3,1,438,2012-09-10,2013-10-06,3463
3464,13,0,2,1,2,2,260,2013-05-09,2013-10-07,3464
3465,23,0,2,4,4,5,139,2013-01-08,2013-10-06,3465
3466,23,1,4,1,1,4,163,2013-04-08,2013-10-06,3466
3467,22,0,4,1,1,1,178,2013-01-08,2013-10-06,3467
3468,43,0,1,1,1,1,233,2013-05-09,2013-10-07,3468
3469,19,0,2,2,2,3,133,2013-02-06,2013-10-05,3469
3470,19,1,1,1,1,4,446,2012-01-15,2013-10-07,3470
3471,19,1,2,5,6,6,102,2013-02-08,2013-10-07,3471
3472,25,0,1,2,2,3,187,2013-04-09,2013-10-07,3472
3473,26,0,3,1,1,6,136,2013-04-09,2013-10-07,3473
3474,19,1,2,4,5,4,31,2012-10-05,2013-10-01,3474
3475,16,0,2,3,3,2,49,2013-02-08,2013-10-07,3475
3476,22,0,2,3,3,3,373,2011-08-18,2013-10-07,3476
